hospital,address,phone,city,pincode,,,
SCOPE HOSPITAL PVT LTD,"628,NITIKHAND-1,NEAR SWARN JAYANTI PARK,INDIRAPURAM,GHAZIABAD","0120260626, 0120-2605800, 9971453871",GHAZIABAD,,,,
SETH L. M. HOSPITAL,"63-A, KRISHNANAGAR ALAMBAGH,","0522-2472709,2471539, 9335912246, 2472709, 2470747",LUCKNOW,,,,
SEWA HOSPITAL RESEARCH CENTER (A UNIT OF BORA POLYCLINIC),"SEWA NAGAR,NEAR BRIJ KI RASOI,SITAPUR ROAD,LUCKNOW-227208,UTTAR PRADESH","2734551, 2734991, 9935047000",LUCKNOW,,,,
SHAKUNTALA DEVI HOSPITAL,"WILL-KAKARALA,SEC.80 NOIDA,BEHIND CXS COMPANY","9213368767, , 9213368767",NOIDA,,,,
SHAKUNTALA DEVI HOSPITAL,"WILL-KAKARALA,SEC.80 NOIDA,BEHIND CXS COMPANY","9213368767, , 9213368767",NOIDA,,,,
SHAKUNTALA HOSPITAL,3-B TASKANT MARG INFRONT OF ST.JOSEPH COLLEGE ALLAHABAD-211001,"0532-2603964, 2409195, 9889930922, 9839970922, 2409145",ALLAHABAD,,,,
SHANKAR LAL HOSPITAL,"2/6, DAULAT PURA NEAR BATA SHOWROOM,G.T.ROAD,GHAZIABAD","0120-2863465/66, 9810110954, 9810110954, 2862214",GHAZIABAD,,,,
SHANTI CLINIC AND HOSPITAL,"3/180 VIRAT KHAND, GOMIT NAGAR,LUCKNOW","4011039, 4011039, 9839010822",LUCKNOW,,,,
SHANTI GOPAL HOSPITAL,"PLOT NO.NH-1,AHINSA KHAN-2","4777000, 4777005, 9650923562",INDIRAPURAM,,,,
SHANTI HOSPITAL,"MAIN ROAD DADRI, DHOLPUR","2871661, 0, 0",GHAZIABAD,,,,
SHARDA HOSPITAL AND HINDUSTAN INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,"32,34,KNOWLEDGE PARK III","0120-3212362,9313549375, 9313549375, 9313549375,",GREATER NOIDA,,,,
SHARMA MEDICARE PVT LTD.,"NH-19/A, L-BLOCK, GATE NO. - 1, DELTA II, GAUTAM BUDH NAGAR.GREATER NOIDA, UTTARPRADESH - 201008","2326666, 2326777, 8810733151",GREATER NOIDA,,,,
SHEKHAR HOSPITAL,"B, BLOCK, CHURCH ROAD, INDIRA NAGAR","0522-2352352,9415022105, 9415012523, 9415022105, 2352356",LUCKNOW,,,,
SHIRWAD HOSPITAL,"TILA MORE, NISTOLI ROAD","4575494, 4575494, 4575494",GHAZIABAD,,,,
SHIV KRISHNA HOSPITAL,"D-494, LAJPAT NAGAR, OPP KALI MANDIR","0120-2632387,9818915747,, 9213538812, 2632387",SAHIBABAD,,,,
SHIVALIK HOSPITAL,"5, GANGAPURAM ,OPP. GOVINDPURAM PETROL PUMP GHAZIABAD","9311739107, 9350050699,",GHAZIABAD,,,,
SHIVAM HOSPTIAL,"A-1,SHIVAM HOSPITAL VANDNA ENCLAVE,KHORA COLONY OPP.INDIAN OIL BUILDING, SEC-55,NOIDA","0120-2491811, , 9811250795",NOIDA,,,,
SHREE KRISHANA HOSPITAL,"NH-2, SECTOR-15, VASUNDHARA,","95120-6548547,9810189710, 9818450650, 4101378",GHAZIABAD,,,,
SHREE TILAK HOSPITAL TRAUMA CENTER,"183, SARVODYA NAGAR, VIJAY NAGAR, BY PASS CHOWK, GHAZIABAD, UTTARPRADESH - 201009","2840832, 2842089, 6515869",GHAZIABAD,,,,
SHREY MEDICAL CENTRE,"N/8, KESHAV PURAM AWAS VIKAS NO-1, KALYANPUR KANPUR AT SHANESWAR MANDIR XING.","2607105, 0512, 9839034343",KANPUR,,,,
SHREYA MULTISPECIALITY HOSPITAL PVT.LTD,"837,SHALIMAR GARDEN EXT.I-SAHIBABAD.GZB.UTTAR PRADESH","1202649444, 0120-2635786, 9313088870",GHAZIABAD,,,,
SHRI GANGA RAM MEMORIAL HOSPITAL,"DAFI,LANKA,VARANASI,BEHIND B.HU.NHZ,BESIDE TOLL TAX PLAZA-221005","0542-2366282, 2369662, 9336905683",VARANASI,,,,
SHRI KRISHNA HOSPITAL,"MAHDUBAN, DISIT. MOU, UTTARPRADESH","33259125, 332521957, 9838784234",GORAKHPUR,,,,
SHRI KRISHNA LIFE LINE HOSPITAL LTD,"NH-22D,SECTOR-TAU(SWARN NAGRI),DISTT.G.B.NAGAR(U.P.),GREATER NOIDA-201308","0120-3945245/3948560, , 9412229056",NOIDA,,,,
SHRI OM KASHYAP LIFELINE HOSPITAL,"452, BAROLA, SECTOR -49, GAUTAM BUDH NAGAR, NOIDA, UATTARPRADESH","4315141, 4315141, 8527008387",NOIDA,,,,
SHRI RAM MURTI SMARAK INSTITUTE OF MEDICAL SCIENCES,"13.2 KM,BAREILLLY,NANITAL ROAD-243202","2582014, 2582010, 9412293356",BAREILLY,,,,
SHRI RAM MURTI SMARAK INSTITUTE OF MEDICAL SCIENCES,"RAM MURTI PURAM,13 KM,NAINITAL ROAD","0581-2582014/25,9412738652,, 9412736052, 2582010",BARIELLY,,,,
SHRI SIDDHI VINAYAK HOSPITAL,"112,CIVIL LINES,BAREILLY-243001","0581-2510044/2510310, , 9837899772",BAREILLY,,,,
SHRI TIRUPATI HOSPITAL,"KE- 2, KAVI NAGAR, GHAZIABAD","2782103, 2750052, 9811178404",GHAZIABAD,,,,
SHRI VISHRAM HEALTH CARE CENTRE,"MAHESHPUR BLOCK ROAD INDUSTRIAL ESTATE,VARANASI-221106","0542-2371002, 9415695190, 2373210",VARANASI,,,,
SHRIRAM MEMORIAL HOSPITAL,"A-1030,SHALIMAR CROSSING,INDIRA NAGAR,LUCKNOW","4068210, 2350141, 9335907508",LUCKNOW,,,,
SHRIYA MEDICAL CENTRE,"C-111,SECTOR-39, NOIDA","2570805, , 9810119606",NOIDA,,,,
SHUBHAM HOSPITAL FRACTURE ACCIDENT CARE,"103, OPP TAZUL MASJID","0755-2747711,2547722, 9425009811, 9425009811, 9826047722",BHOPAL,,,,
SINGH HOSPITAL,"B-30, GANDHI NAGAR BEHIND ROADWAYS","0591--2492757,9837558800, 2493226,, 9837558800, 2493226",MORADABAD,,,,
SKD HOSPITAL,"63-A,KRISHNA NAGAR,ALAMBAGH,LUCKNOW-23","0522-4044111/2472709, 2417391, 9838866777",LUCKNOW,,,,
SPARSH MEDICARE &TRAUMA CENTRE,"SHAKTI KHAND-III, PLOT NO-54, INDIRAPURAM","0120-3943636,9818320112, 9811842914, 9811842914, 3993636",GHAZIABAD,,,,
SRI MAHA DEV GENERAL HOSPITAL,"HASAYAN (HATHRAS),UTTAR PRADESH",", , 09719774354",HASAYAN,,,,
SRIJAN HOSPITAL,"PAHARIA CHAURAHA,VARANASI-221002","2585109, 2582608, 23257009",VARANASI,,,,
ST CATHERINE HOSPITAL,"63/8, MG MARG,KANPUR-208004","0512-2392507, 9936345650, 2392507,",KANPUR,,,,
ST.JOSEPH HOSPITAL,"MARIUM NAGAR, MEERUT ROAD,GHAZIABAD-201003","0120-2871146, 2872246, 09810731386, 2870239, 2870239",GHAZIABAD,,,,
STAR LIKE HOSPITAL AND DIAGNESTIC CENTRE,"KASHERA TOLI BLOCK PADRAVNA DIST- KUSHI NAGAR, UTTAR PRADESH-274304","245841, 00, 0556427430",KASHIRAM NAGAR,,,,
SUDARSHAN MULTI SPECIALITY HOSPITAL,"626 A, GT ROAD ,","0120-2860435,9810006109, 9871183213, 9818027197, 537068",GHAZIABAD,,,,
SUMITRA HOSPITAL,"A-119 A, SECTOR -35,","2507625, 2504794, 9810448328",NOIDA,,,,
SUMITRA NURSING HOME,"CIVIL LINES,BIJNOR-246701,UTTAR PRADESH","262660, 262112, 9837032020",BIJNOR,,,,
SUN EYE HOSPITAL AND LASIK LASER CENTRE,"57-B,SINGAR NAGAR,ALAMBAGH,LUCKNOW-226005","40626841, 4004663, 9415027888",LUCKNOW,,,,
SUNETRA EYE LASER AND DENTAL CARE CENTRE,"KC-120, C-BLOCK, KAVI NAGAR","4233322, 4233322, 9582348770",GHAZIABAD,,,,
SURBHI HOSPITAL,"GOLF COURSE ROAD MORNA,SEC-35, NOIDA-201301","2508841, 2508843, 2508841",NOIDA,,,,
SURBHI HOSPITAL,"GOLF COURSE ROAD MORNA,SEC-35, NOIDA-201301","0120-2508842, 44145, 9971021388, 9868581330, 2508842, 2508843",NOIDA,,,,
SURBHI HOSPITAL PVT.LTD.,"T/2, SECTOR-12","120-2550102,9818092873, -, 9213223810, 2550102",NOIDA,,,,
"SUSHRUT INSTITUTE OF PLASTIC SURGERY, BURN & TRUMA","29, SHAHMEENA ROAD, CHOWK,","0522-2258888,9335604090,, 9415171434, 2258884",LUCKNOW,,,,
SWAMI HARSHANKARANAND JI HOSPITAL AND RESEARCH CENTRE,"N8/237,NEWADA,B.H.U-D.L.W ROAD,SUNDERPUR-VARANASI-221005","0542231739, 05422154639, 9415866953",VARANASI,,,,
SWAMI NAND LAL JEE SURGICAL & EMERGENCY MEDICAL CENTRE,"BUDH BAZAR ROAD, SHALIMAR GARDEN EXTN-1, SAHIBABAD","0120-6499685,2648997, 9810080192, 9810080192, 2623500",GHAZIABAD,,,,
SWATI HOSPITAL,"76,KANCHAN PARK GHAZIABAD",", ,",GHAZIABAD,,,,
TEJ NURSING HOME & SURGICAL CLINIC,"J-154, PATEL NAGAR I, GHAZIABAD-201001","0120-2757097, 2716223,4112518, 9810052123, 9868862378, 9810052123,",GHAZIABAD,,,,
TEWARI EYE CENTRE,"SEC.5/699,VAISHALI.C GHAZIABAD-201010","4372230, 2894315, 9811834770",GHAZIABAD,,,,
TEWARI MEDICAL CENTRE,"GEJHA ROAD, BHANGEL,NOIDA-201301","0120-2462973, 2563434, 9310480853, 9310480853, 2462973",NOIDA,,,,
THE FRACTURES CLINIC AND TRAUMA HOSPITAL,"B 38/47-5,MAHMOORGANJ,NEAR RELIANCE PETROL PUMP,VARANASI-221010","2360488, 23683388, 9721332233",VARANASI,,,,
THE GASTRO LIVER HOSPITAL,"71/90, D SWROOPNAGAR","0512-2547300,3048274/75/76,, , 2548081",KANPUR,,,,
TIRUPATI EYE CENTRE,"C-8, SECTOR-19","0120-2444349,4266642, 9958277557, 9871188896, 2536631",NOIDA,,,,
TRIPATHI HOSPITAL PVT. LTD.,"H-27, SEC-22","0120-2413710,2413067, 9810122542, 9810122542, 2413067",NOIDA,,,,
TULSI HOSPITAL,"D-BLOCK, SAMART PLACE GARH ROAD","--2763117,9412663609, -, 9412663609, 2765256",MEERUT,,,,
TULSI HOSPITAL,"14/116A, CIVIL LINES KANPUR-208001","0512-2536404/405/406, 9839613858, , 2536402",KANPUR,,,,
UJJWAL ASTHA HOSPITAL,"NEAR BUS STAND, HALDONI MORE, GREATER NOIDA, UTTER PRADESH - 201310","6482868, 4347773, 9811370353",GREATER NOIDA,,,,
UPADHYAY HOSPITAL,"SHAHID NAGAR CROSSING,","0562-2230344,9897147407, -, 2230344, 2230311",AGRA,,,,
UTKARSH HOSPITAL AND MATERNITY HOME,"14A (II) - C, BABA NAGAR, NAUBASTA, KANPUR","2630216, 2630216, 9044548296",KANPUR,,,,
VAISHNAVI HOSPITAL,"A-2447, AWAS VIKAS, HANSPURAM, (NERA BARODA UTTAR PADESH GRAMIN BANK, HAMIRPUR ROAD NAUBASTA, KANPUR","2626699, 2626699, 9838119965",KANPUR,,,,
VAISHNO HOSPITAL AND METERNITY CENTRE,"A-1/8, LKHANPUR, NEAR KANPUR UNIVERSITY","2584223, 2584226,",KANPUR,,,,
VARANASI HOSPITAL AND MEDICAL RESEARCH CENTRE,"B-50,JAWAHAR NAGAR,EXT.GURUDHAM COLONY,BHELUPUR,VARANASI-221010","2276616, 2276617, 2276616",VARANASI,,,,
VARDAAN HOSPITAL,"3E-1,NIT",", ,",GHAZIABAD,,,,
VASUNDHARA HOSPITAL,"P/A-15, NH-1, ATAL CHOWK, VASUDHARA","0120-2884052,9818320545/515, 981056251, , 2884027/2880900",GHAZIABAD,,,,
VEIN RESEARCH INSTITUTE,"A-73,SEC.35,NOIDA-201307","2508769, 4250270, 2506789",NOIDA,,,,
VIDHA NURSING HOME,G-2 FASE-II TRANS YAMUNA COLONY FIROJABAD ROAD AGRA,", ,",AGRA,,,,
VIDYA HOSPITAL,"OPP. PETROL PUMP, RAILWAY ROAD, DADRI GAUTAM BUDH NAGAR","2664725, 2664725, 9312138092",NOIDA,,,,
VIJAYA HOSPITAL TRAUMA CENTRE,7/1/A STRECHY ROAD CIVIL LINE ALLAHABD-211002,"0532-2560427, 2560427, 9889025736",ALLAHBAD,,,,
VINAYAK HOSPITAL,"NH-1,SECTOR-27, ATTA, NOIDA-201301","2444222, 2541340, 9811311499",NOIDA,,,,
VIRENDRA HOSPITAL,"NO 7, STANALY ROAD, CIVIL LINE","0562-9415216138,2603043,, ,",ALLAHABAD,,,,
VISHWA SHANTI SAIN SEWA,"SATPURA, KAUSHAMBI",", ,",GHAZIABAD,,,,
VISHWAS EYE AND LASER CENTRE,"5/454,VIRAM KHAND-5, HIG DUPLEX GOMIT NAGAR, LUCKNOW","9415016089, 2725111, 9415016089",LUCKNOW,,,,
VOHRA NURISING HOME,"4, LUXMAN NAGAR, KHERIA ROAD","0562-3099799,09837210925, 2303221, 3099799, 2303322",AGRA,,,,
VRANDAVAN HOSPITAL,"VRANDAVAN GARDEN, MAIN CROSING, NOIDA EXT. ROAD SHABERI NOIDA EXT. GAUTAM BUDH NAGAR","9643401882, 9643401883, 9810012750",NOIDA,,,,
VRI LEG CLINIC,"A-73,SECTOR-35,NOIDA-","8826588244, 01204250270, 8826699523",NOIDA,,,,
WEE CARE KIRANDEEP MEDICAL CENTRE,"14/116, D-3, CIVIL LINES, KANPUR-208001","0512-2077272, 9415065944, 9415078832,",KANPUR,,,,
YASH NURSING HOME,"A-46, INDIRA PURI, NEAR SANTI NAGAR BUS STOP, LONE",", ,",GHAZIABAD,,,,
YASHLOK HOSPITAL AND NURSING HME PVT.LTD,"E.K.ROAD,SHIVAJI MARG,MEERUT,U.P-250001","2642515, 2643575, 9837031234",MEERUT,,,,
YASHODA HOSPITAL,"III-M, NEHRU NAGAR GHZIABAD- 201001","0120-4182000, 9891372124, 2752168",GHAZIABAD,,,,
YASHODA HOSPITALS,"H-1KAUSHAMBI DABAR CHOWK NEAR ANAND VIHAR ISBT, EAST OF DELHI","0120-4181900, 2777845, 9837021364",GHAZIABAD,,,,
YATHARTH HOSPITAL,"MAIN DADRI ROAD,BHANGEL,PHASE-II","0120-2463222,4261020, 9810467083,9910373300, 9910373300, 2463444",NOIDA,,,,
BRIJLAL HOSPTITAL AND RESEARCH CENTRE PVT.LTD,"ANANDI TOWER,TEDI PULLIA,NANITAL ROAD,HALDWANI-263139","05946-284816, 283479, 05946-284816",HALDWANI,,,,
AGARWAL CLINIC AND NURSING HOME,"MAHESH NAGAR,NAWABI ROAD,NEAR AJAY PANDEY CLINIC","283334, 0, 9837155456",HALDWANI,,,,
AMRITSAR EYE CLINIC,"122/1 EAST CANAL ROAD, DALANWALA, DEHRADUN-248001","2652585, 2650585,",DEHRADHUN,,,,
ANUKRITI HOSPITAL PVT LTD.,"JAI DURGA COMPLEX, SELAQUI, DEHRADUN","6069999, 6069999, 7409382510",DEHRADUN,,,,
ARCHANA HOSPITAL & LITHOTRIPSY CENTRE,"123-A, MAHINDRA VIHAR, BEHINDHOTEL SURBHI PALACE,BALLUPUR ROAD","0135-2622775,262273, 9412055444, 9412055444, 2626855",DEHRADUN,,,,
B.D PATHAK HOSPITAL,"18/1-A, D1D2,CIVIL LINES, NAINITAL ROAD, RUDRAPUR, U.S NAGAR","05944-245927, 245822, 05944-245927",RUDRAPUR,,,,
BALAJI HOSPITAL,"SAMTA ASHRAM GAHI RAMPURI ROAD,HALDWANI,NANITAL-263139","222666, 222333,",HALDWANI,,,,
BALAJI HOSPITAL,"SAMTA ASHRAM LANE,RAMPUR ROAD,HALDWANI","222666, 222333, 9927144408",HALDWANI,,,,
BHAGWATI HOSPITAL (P) LTD,"325, CHAOMANDI ROORKEE 247667","01332-269088 / 269904 , ,",HARIDWAR,,,,
BHANDARI HOSPITAL,"CANAL ROAD, VIKAS NAGAR","01360-250177,250077, 9412050470, 9412050470,",DEHRADUN,,,,
BHARDWAJ HOSPITAL & MATERNITY HOME,"288,HARIDWAR ROAD,RISHIKESH","0135-2432155, 2432155, 9837051644",RISHIKESH,,,,
BOMBAY HOSPITAL & RESEARCH CENTRE,"AWAS-VIKAS ROAD,NEAR SAURABH HOTEL,HALDWANI-263139,DISTT.NAINITAL","0596-284949, 283712, 9917466071",HALDWANI,,,,
CHAMUNDA SURGICAL AND LEAPOSCOPY CENTRE,"RAMNAGER ROAD,OPP.GOVT.HOSPITAL,KASHIPUR-244713,UTTARKHAND","272255, 261222, 272255",KASHIPUR,,,,
CITY HOSPITAL,"SUPER COMPLEX,RANIPUR MORE,HARIDWAR","01334-220180/182, 220182, 9837032497",HARIDWAR,,,,
CITY HOSPITAL AND RESEARCH CENTRE,"BAREILLY ROAD,TEENPANI,HALDWANI-263139","272509, 232084, 9837350453",HALDWANI,,,,
DASHMESH HOSPITAL & SANDHU SURGICAL CENTRE,"104/14, DEHRADUN ROAD, RISHIKESH-249201","0135-432888, 2432888, 9837134944",RISHIKESH,,,,
DR SEEMA MATERNITY HOME & MEDICAL CENTRE,"ARYA NAGAR CHOWK,JWALAPUR,HARIDWAR","254580, ,",HARIDWAR,,,,
DRISHTI EYE CENTRE AND LUTRA NURSING HOME,"58,CHAKRATA ROAD, DEHRADUN-248001,UTTARAKHAND","2655354, 2530532, 9410103389",DEHRADUN,,,,
FUTELA HOSPITAL,"NAINITAL ROAD,18/1","05944-240247,9837159251,, 9837159251, 245739",RUDRAPUR,,,,
GUPTA HEALTH CAREC.T SCAN DIAGNOSTIC CENTRE,"NAINITAL ROAD,BANDIA,KICHHA-263148","264219, 264219, 9719809248",KICHHA,,,,
JEEVAN REKHA HOSPITAL,"KACHNAL GAZI,MANPUR ROAD,KASHIPUR,UTTRAKHAND","05947-261201/02/03, , 9917100108",KASHIPUR,,,,
JEEVANDEEP (A MULTI SPECIALITY HOS.),"OPP.P.A.C.,NAINITAL ROAD,RUDRAPUR(UDHAM SINGH NAGAR),UTTRAKHAND","05944-242341/9219402178, 243740, 9897046009",RUDRAPUR,,,,
JOSHI SURGICIAL & MATERNITY CENTRE,"36,DEHRADHUN ROAD,OPP.PETROL PUMP,RISHIKESH","0135-2438540, 2434330, 9412052315",RISHIKESH,,,,
KRISHNA HOSPITAL & RESEARCH CENTRE,"3-136,GURUNANAK PURA","05946-222426,282623/24, 9837077383, 9837077383, 221634",HALDWANI,,,,
LIFE LINE HOSPITAL,"98/18 PRAGATI VIHAR, DHARAMPUR, NEAR RISPANA BRIDGE, DEHRADUN","0135-2671780, , 9927012218",DEHRADHUN,,,,
LUTHRA NURSING HOME,"11, YOGI VIHAR, NEAR CLASSIC RESIDENCY, JWALAPUR, HARIDWAR","01334-223898, , 9219406265",HARIDWAR,,,,
MAHARAJA AGARSEN HOSPITAL (RUDRAPUR),"AGARSEN NAGAR, KICHHA ROAD, RUDRAPUR","05944-243780,241780/246790, 935996636, 935996636, 246791",RUDRAPUR,,,,
MAX SUPER SPECIALTY HOSPITAL- DEHRADUN,"KHASRA NO. 165, MUSSOORIE DIVERSION ROAD, NEAR INDIAN OIL PETROL PUMP, MALSI, DEHRADUN",", , 0995317787",DEHRADUN,,,,
NAVJYOTI EYE HOSPITAL & DEHRADUN WAVE LASIK CENTRE,"NEHRU COLONY, HARIDWAR ROAD",", ,",DEHRADUN,,,,
OM HOSPITAL AND MATERNITY HOME,"CIVIL LINE,NAINITAL ROAD, RUDRAPUR,UTTARAKHAND-263153","243155, 243156, 9012100063",RUDRAPUR,,,,
RG MK STONE UROLOGY LAPAROSCOPY HOSPITAL,"8, CONVENT ROAD, NEAR SBI MAIN BRANCH, DEHRADUN","2710000, 2710013, 9557103388",DEHRADUN,,,,
SAI HOSPITAL,"MUKHANI CHAURAHA,KALADHUNGI ROAD","263323, 262950, 7500303334",HALDWANI,,,,
SAI KRISHNA SUPER SPECIALITY NEURO HOSPITAL,"3-4-1,STATION ROAD, KACHEGUDA","27551414, 66615868, 44778899",HARIDWAR,,,,
SAMBHAVI HOSPITAL AND RESERCH CENTRE,"NEAR BANK OF BARODA, KALA DHUNDI ROAD, HALDWANI, UTTRAKHAND","282551, 282551, 9997433133",HALDWANI,,,,
SANJEEVANI HOSPITAL,NAWABI ROAD,"05946-223784,280019, 9412327841, 9412327841,",HALDWANI,,,,
SHREE KRISHNA HOSPITAL,"OPP- CHAMUNDA MANDIR,GIRITAL, KASHIPUR,UTTARAKHAND","277027, 277027, 9837608321",KASHIPUR,,,,
ADITYA HEALTH RESEARCH FOUNDATION PVT.LTD,"965,JESSORE ROAD,KOLKATA-700055,WEST BENGAL","25504429, 25493279, 25504429",KOLKATTA,,,,
ARMENIAN CHURCH TRAUMA CENTRE,ARMENIAN CHURCH TRAUMA CENTRE,"24264000, 23673321,",KOLKATTA,,,,
AROGYA MATERNITY & NURSING HOME,"71,TOLLYGUNGE CORCULAR ROAD,NEW ALIPORE (SHITAL SADAN COMPOUND),KOLKATA-700053","033-24000681/0684, 24001180, 9830375874",KOLKATA,,,,
AROGYA NIKETAN PVT.LTD,"105,R.S VERMA ROAD,P.O UTTARPARA,WEST BANGAL-712258","033-26637806/26644795, 26634375, 9231897477",HOOGHLY,,,,
BACBAGAN NURSING HOME PVT.LTD,"1/1,AHIRIPUKUR 1ST LANE,KOLKATA-700019","22875572, 22875794, 9830610385",KOLKATTA,,,,
BARRACKPORE MEDICARE AND RECOVERY CENTRE LTD,"6/6,B.T.ROAD, TALPUKUR,KOLKATA-700123","25014947, 25014027, 9239225000",KOLKATTA,,,,
BINDU BASINI NURSING HOME,"76, MADHUSUDAN,BANERJEE ROAD, BIRATI ,KOLKATA-700051","033-25393892/9433111115, 25137598, 9433111115",KOLKATA,,,,
BIRATI NURSING HOME PVT.LTD,"2,GOPAL JEN MANDIR ROAD, BIRATI KOLKATA-700051","033-25392128/5962, 25137550, 9830488916",KOLKATA,,,,
CHARIS HOSPITAL,MUVATTUPUZHA,"2812399, 500600,",KOLKATTA,,,,
CHARNOCK HOSPITAL AND RESEARCH CENTER,KOLKATA-,"40500600, 40500600, 0",KOLKATTA,,,,
COLUMBIA ASIA HOSPITAL,"IB-193,SEC.3, SALTLAKCITY,KOLKATA","39898969, 23357078, 39898969",KOLKATTA,,,,
COLUMBIA ASIA HOSPITAL SALT LAKE KOLKATTA,"IB-193,SECTOR III,SALT LAKE,KOLKATTA","3339898969, 3323357078, 3339898969",KOLKATTA,,,,
DILKUSHA NURSING HOME PVT.LTD,"94 A, DILKUSHA STREET ,KOLKATA-700017","033-22901971, 22901970, 033-22901971",KOLKATA,,,,
DR.B.C.ROY HOSPITAL,"BANBISHNPUR,P.O.BALUGHATA,P.S.BHAWANIPUR,HALDIA-721645,DIST PURBA MEDINIPUR","03224-269053,9734302867, 03224-269053, 269053",MEDINIPUR,,,,
DRISHTI EYE HOSPITAL,"68,SB GORAI ROAD ,NEAR ST.VINCENT SCHOOL,ASANSOL","3264775, 2256055, 9531594426",ASANSOL,,,,
DURGAPUR CITY CLINIC AND NURSING HOME PVT.LTD,"5TH & 6TH STREET,DOCTOR COLONY,CITY CENTRE,DURGAPUR-713216","2546600, 2543980, 9832765106",DURGAPUR,,,,
ECO-HOSPITAL & DIAGNOSTIC,"111/1,JESSORE ROAD,BARASAT,KOLKATA","033-25626854/25840111, 25842200/25840452, 9830699209",KOLKATA,,,,
EYE MICROSURGERY AND LASER CENTRE,"NEAR OLD LAUNCH GHAT, BADA BAZAR,P.O.CHINSURA, DISTT. HOOGHLY","033-26805025,9830147149,, 9331031942, 26811168",CHINSURA,,,,
HEALTH CARE CENTRE,"88,JESSCRE ROAD, KOLKATA-700074","033-25511250/25508282, 25470158, 9836697051",KOLKATA,,,,
HEALTH CARE NURSING HOME,"BLOCK-A,PLOT NO 677,LAKE TOWN, KOLKATA 700089","033-25345181, 25212782, 25345181",KOLKATA,,,,
IMPLANT BETTER SIGHT CENTRE PVT.LTD.,"13A, COLONEL BISWAS ROAD","033-2280516/9077,9433162940, 9433162940, 22835038",KOLKATA,,,,
ISLAMIA MEDICAL INSTITUTE,"94,NEW PARK STREET,KOLKATA-700017","033-22806487/65459580, 22892475, 9831942909",KOLKATA,,,,
JAMES LONG CLINIC PVTLTD,"33,JAMES LONG SARANI,KOLKATA-700034","24453778/30926523, , 9830435254",KOLKATA,,,,
KOTHARI MEDICAL CENTRE,"8/3,ALIPORE ROAD,KOLKATA",", ,",KOLKATA,,,,
KPC MEDICAL COLLEGE AND HOSPITAL,"IF RAJA SC MULLICK ROAD,JADAVPUR","30016100, 30016172, 9163307990",KOLKATTA,,,,
KUMAR SURGICAL AND LAPAROSSOPIC CLINICUNIT-,"348/47,N.S.C BOSE ROAD, KOLKATA -700047","033-24996033/9831034036, 24218121, 24996023",KOLKATA,,,,
LABBAIK MEDICAL CENTRE,"40,KAVI MOHAMAD EQBAL ROAD,KOLKATA","033-24480645/24491966/24496683, 24491966, 9831663412",KOLKATA,,,,
LANSDOWNE NURSING HOME,"119,SARAT BOSE RAOD,KOLKATA","033-24740669/24546442, , 24546442",KOLKATA,,,,
LIFE LINE DAIGNOSTIC CENTRE NURSING,"4A,WOOD STREET,KOLKATA-700016","033-39877400/22870511/22801344, 22877057, 9903098872",KOLKATA,,,,
MAJUMDER MILLENIUM NURSING HOME AND RELIABLE DIAGNOSTIC CENTRE PVT. LTD.,"A-9X/3(C.A),KALYANI,NADIA,","25820685, 25820685, 25808354",BARDWAN,,,,
MAJUMDER MILLENNIUM HOME & DIAGNOSTIC CENTRE,"A-9X/3, (C.A) KALYANI NADIA-741235","033-25808354,25820685,9831158470, 28820685, 25820685",KALYANI,,,,
MAJUMDER MILLENNIUM NURSING HOME & RELIABLE DIAGNO,"A-9X/3 (C.A), KALYANI, NADIA,","033-25808354,25820685, -, 25820685, 25820685",KALYANI,,,,
MANJULABEN MEHTA KIDNEY HOSPITAL,MANJULABEN MEHTA KIDNEY HOSPITAL,"24264000, 24264204,",KOLKATTA,,,,
MB NURSING HOME PVT.LTD,"55B/1.DILKHUSA STREET, KOLKATA-700017","033-40006407/8/9, 22835463, 9748752615",KOLKATA,,,,
MEDICA SUPERSPECIALITY HOSPITAL,"127,MUKUNDAPUR,E.M.BY PASS,KOLKATA-700099","66525000, 24264967, 9831567999",KOLKATTA,,,,
MEDICARE CLINIC PVT LTD,"138, G.T. ROAD (S),","033-26601777,26601778/266012, 9830009417, 9831076661, 26601857",HOWRAH,,,,
MEDLINE NURSING HOME,"48/30,PURNA CHANDRA MITRA LANE,(SWISS PARK),KOLKATA","033-24240248/28671685, 24244684, 9830070846",KOLKATA,,,,
MIDLAND NURSING HOME PVT.LTD,"33ANUPAMA ROAD,KOLKATA-700056","033-25835766/25835040/25839130, 25231358, 9903981295",KOLKATA,,,,
MISSION OF MERCY HOSPITAL AND RESEARCH CENTRE,"125/1,PARK STREET","902033, 496572, 9674887326",KOLKATTA,,,,
NARAYANA SMILES,"D-52,SAMMALANI PARK,KOLKATA-75","30913000, ,",KOLKATTA,,,,
NAYAN EYE HOSPITAL,"G.T ROAD,CITY TOWER,KUMARPUR,BURDWAN","2253395, 0, 8391076863",BURDWAN,,,,
NEW LIFE NURSING HOME,"SAHA BAGAN,BAGUIATI, RAJARHAT ROAD, JYANGRA","033-25708090/6565, 25704313, 9051614889",KOLKATTA,,,,
PARAMOUNT HEALTH CARE,"148 & 151 G.T ROAD, MAINKTALA","26525306, 26528442, 26525306",SERAMPORE,,,,
